Player,Round,Vote
Rory Laird,0,0.0
Rory Laird,1,0.0
Rory Laird,2,0.0
Rory Laird,3,0.0
Rory Laird,4,0.0
Rory Laird,5,0.0
Rory Laird,6,0.0
Rory Laird,7,0.0
Rory Laird,8,0.0
Rory Laird,9,0.0
Rory Laird,10,0.0
Rory Laird,11,0.0
Rory Laird,12,0.0
Rory Laird,13,0.0
Rory Laird,14,0.0
Rory Laird,15,0.0
Rory Laird,16,0.0
Rory Laird,17,0.0
Rory Laird,18,0.0
Rory Laird,19,0.0
Rory Laird,20,0.0
Rory Laird,21,0.0
Rowan Marshall,0,0.0
Rowan Marshall,1,0.0
Rowan Marshall,2,0.0
Rowan Marshall,3,0.0
Rowan Marshall,4,0.0
Rowan Marshall,5,0.0
Rowan Marshall,6,0.0
Rowan Marshall,7,0.0
Rowan Marshall,8,2.5
Rowan Marshall,9,0.0
Rowan Marshall,10,0.0
Rowan Marshall,11,0.0
Rowan Marshall,12,0.0
Rowan Marshall,13,0.0
Rowan Marshall,14,0.0
Rowan Marshall,15,0.0
Rowan Marshall,16,0.0
Rowan Marshall,17,0.0
Rowan Marshall,18,0.0
Rowan Marshall,19,2.0
Rowan Marshall,20,0.0
Rowan Marshall,21,0.0
Ryley Sanders,9,1.0
Ryley Sanders,10,0.0
Ryley Sanders,11,0.0
Ryley Sanders,12,0.0
Ryley Sanders,13,0.0
Ryley Sanders,14,0.0
Ryley Sanders,15,0.0
Ryley Sanders,16,0.0
Ryley Sanders,17,0.0
Ryley Sanders,18,0.0
Ryley Sanders,19,0.0
Ryley Sanders,20,0.0
Ryley Sanders,21,0.0
Sam Berry,5,2.0
Sam Berry,6,0.0
Sam Berry,7,0.0
Sam Berry,8,3.0
Sam Berry,9,0.0
Sam Berry,10,0.0
Sam Berry,11,0.0
Sam Berry,12,0.0
Sam Berry,13,0.0
Sam Berry,14,2.0
Sam Berry,15,0.0
Sam Berry,16,0.0
Sam Berry,17,0.0
Sam Berry,18,0.0
Sam Berry,19,0.0
Sam Berry,20,0.0
Sam Berry,21,0.0
Sam Draper,0,0.0
Sam Draper,1,0.0
Sam Draper,2,0.0
Sam Draper,3,0.0
Sam Draper,4,0.0
Sam Draper,5,0.0
Sam Draper,6,0.0
Sam Draper,7,0.0
Sam Draper,8,0.0
Sam Draper,9,0.0
Sam Draper,10,0.0
Sam Draper,11,0.0
Sam Draper,12,0.0
Sam Draper,13,0.0
Sam Draper,14,0.0
Sam Draper,15,0.0
Sam Draper,16,0.0
Sam Draper,17,0.0
Sam Draper,18,0.0
Sam Draper,19,0.0
Sam Draper,20,0.0
Sam Draper,21,0.0
Sam Durham,13,1.0
Sam Durham,14,0.0
Sam Durham,15,0.0
Sam Durham,16,1.0
Sam Durham,17,0.0
Sam Durham,18,0.0
Sam Durham,19,2.0
Sam Durham,20,0.0
Sam Durham,21,0.0
Sam Walsh,0,0.0
Sam Walsh,1,1.0
Sam Walsh,2,0.0
Sam Walsh,3,0.0
Sam Walsh,4,0.0
Sam Walsh,5,0.0
Sam Walsh,6,1.0
Sam Walsh,7,0.0
Sam Walsh,8,0.0
Sam Walsh,9,0.0
Sam Walsh,10,0.0
Sam Walsh,11,1.0
Sam Walsh,12,2.5
Sam Walsh,13,0.0
Sam Walsh,14,0.0
Sam Walsh,15,2.0
Sam Walsh,16,2.0
Sam Walsh,17,0.0
Sam Walsh,18,0.0
Sam Walsh,19,0.0
Sam Walsh,20,0.0
Sam Walsh,21,0.0
Samuel Lalor,21,1.0
Scott Pendlebury,0,0.0
Scott Pendlebury,1,0.0
Scott Pendlebury,2,0.0
Scott Pendlebury,3,0.0
Scott Pendlebury,4,0.0
Scott Pendlebury,5,0.0
Scott Pendlebury,6,0.0
Scott Pendlebury,7,3.0
Scott Pendlebury,8,0.0
Scott Pendlebury,9,0.0
Scott Pendlebury,10,0.0
Scott Pendlebury,11,0.0
Scott Pendlebury,12,0.0
Scott Pendlebury,13,0.0
Scott Pendlebury,14,0.0
Scott Pendlebury,15,0.0
Scott Pendlebury,16,0.0
Scott Pendlebury,17,0.0
Scott Pendlebury,18,0.0
Scott Pendlebury,19,0.0
Scott Pendlebury,20,2.0
Scott Pendlebury,21,0.0
Shai Bolton,0,0.0
Shai Bolton,1,0.0
Shai Bolton,2,1.5
Shai Bolton,3,1.0
Shai Bolton,4,0.0
Shai Bolton,5,0.0
Shai Bolton,6,0.0
Shai Bolton,7,3.0
Shai Bolton,8,2.5
Shai Bolton,9,0.0
Shai Bolton,10,1.0
Shai Bolton,11,2.0
Shai Bolton,12,0.0
Shai Bolton,13,0.0
Shai Bolton,14,0.0
Shai Bolton,15,0.0
Shai Bolton,16,0.0
Shai Bolton,17,0.0
Shai Bolton,18,0.0
Shai Bolton,19,0.0
Shai Bolton,20,0.0
Shai Bolton,21,0.0
Shannon Neale,0,0.0
Shannon Neale,1,1.0
Shannon Neale,2,0.0
Shannon Neale,3,0.0
Shannon Neale,4,0.0
Shannon Neale,5,0.0
Shannon Neale,6,0.0
Shannon Neale,7,0.0
Shannon Neale,8,0.0
Shannon Neale,9,0.0
Shannon Neale,10,0.0
Shannon Neale,11,0.0
Shannon Neale,12,0.0
Shannon Neale,13,0.0
Shannon Neale,14,0.0
Shannon Neale,15,0.0
Shannon Neale,16,0.0
Shannon Neale,17,0.0
Shannon Neale,18,0.0
Shannon Neale,19,0.0
Shannon Neale,20,3.0
Shannon Neale,21,0.0
Shaun Mannagh,8,2.0
Shaun Mannagh,9,0.0
Shaun Mannagh,10,3.0
Shaun Mannagh,11,0.0
Shaun Mannagh,12,0.0
Shaun Mannagh,13,0.0
Shaun Mannagh,14,0.0
Shaun Mannagh,15,0.0
Shaun Mannagh,16,0.0
Shaun Mannagh,17,0.0
Shaun Mannagh,18,2.0
Shaun Mannagh,19,0.0
Shaun Mannagh,20,0.0
Shaun Mannagh,21,0.0
Stephen Coniglio,0,0.0
Stephen Coniglio,1,0.0
Stephen Coniglio,2,0.0
Stephen Coniglio,3,0.0
Stephen Coniglio,4,0.0
Stephen Coniglio,5,0.0
Stephen Coniglio,6,0.0
Stephen Coniglio,7,0.0
Stephen Coniglio,8,0.0
Stephen Coniglio,9,0.0
Stephen Coniglio,10,0.0
Stephen Coniglio,11,0.0
Stephen Coniglio,12,0.0
Stephen Coniglio,13,0.0
Stephen Coniglio,14,0.0
Stephen Coniglio,15,0.0
Stephen Coniglio,16,0.0
Stephen Coniglio,17,0.0
Stephen Coniglio,18,0.0
Stephen Coniglio,19,0.0
Stephen Coniglio,20,0.0
Stephen Coniglio,21,2.0
Talor Bryne,20,1.0
Talor Bryne,21,0.0
Tanner Bruhn,5,2.0
Tanner Bruhn,6,0.0
Tanner Bruhn,7,0.0
Tanner Bruhn,8,0.0
Tanner Bruhn,9,0.0
Tanner Bruhn,10,0.0
Tanner Bruhn,11,0.0
Tanner Bruhn,12,0.0
Tanner Bruhn,13,0.0
Tanner Bruhn,14,0.0
Tanner Bruhn,15,0.0
Tanner Bruhn,16,0.0
Tanner Bruhn,17,0.0
Tanner Bruhn,18,0.0
Tanner Bruhn,19,0.0
Tanner Bruhn,20,0.0
Tanner Bruhn,21,0.0
Taylor Adams,0,0.0
Taylor Adams,1,0.0
Taylor Adams,2,0.0
Taylor Adams,3,0.0
Taylor Adams,4,0.0
Taylor Adams,5,0.0
Taylor Adams,6,0.0
Taylor Adams,7,0.0
Taylor Adams,8,0.0
Taylor Adams,9,0.0
Taylor Adams,10,0.0
Taylor Adams,11,0.0
Taylor Adams,12,0.0
Taylor Adams,13,0.0
Taylor Adams,14,0.0
Taylor Adams,15,0.0
Taylor Adams,16,0.0
Taylor Adams,17,0.0
Taylor Adams,18,0.0
Taylor Adams,19,0.0
Taylor Adams,20,0.0
Taylor Adams,21,0.0
Taylor Walker,6,3.0
Taylor Walker,7,0.0
Taylor Walker,8,0.0
Taylor Walker,9,0.0
Taylor Walker,10,0.0
Taylor Walker,11,0.0
Taylor Walker,12,0.0
Taylor Walker,13,0.0
Taylor Walker,14,0.0
Taylor Walker,15,0.0
Taylor Walker,16,0.0
Taylor Walker,17,0.0
Taylor Walker,18,1.0
Taylor Walker,19,0.0
Taylor Walker,20,0.0
Taylor Walker,21,0.0
Tim English,0,0.0
Tim English,1,0.0
Tim English,2,0.0
Tim English,3,0.0
Tim English,4,0.0
Tim English,5,0.0
Tim English,6,0.0
Tim English,7,0.0
Tim English,8,0.0
Tim English,9,0.0
Tim English,10,0.0
Tim English,11,0.0
Tim English,12,0.0
Tim English,13,0.0
Tim English,14,0.0
Tim English,15,0.0
Tim English,16,0.0
Tim English,17,0.0
Tim English,18,0.0
Tim English,19,0.0
Tim English,20,0.0
Tim English,21,0.0
Tim Kelly,0,0.0
Tim Kelly,1,0.0
Tim Kelly,2,0.0
Tim Kelly,3,0.0
Tim Kelly,4,0.0
Tim Kelly,5,0.0
Tim Kelly,6,0.0
Tim Kelly,7,0.0
Tim Kelly,8,0.0
Tim Kelly,9,0.0
Tim Kelly,10,0.0
Tim Kelly,11,0.0
Tim Kelly,12,0.0
Tim Kelly,13,0.0
Tim Kelly,14,0.0
Tim Kelly,15,0.0
Tim Kelly,16,0.0
Tim Kelly,17,0.0
Tim Kelly,18,0.0
Tim Kelly,19,0.0
Tim Kelly,20,0.0
Tim Kelly,21,0.0
Tim Membrey,3,2.0
Tim Membrey,4,0.0
Tim Membrey,5,0.0
Tim Membrey,6,0.0
Tim Membrey,7,0.0
Tim Membrey,8,0.0
Tim Membrey,9,0.0
Tim Membrey,10,0.0
Tim Membrey,11,0.0
Tim Membrey,12,0.0
Tim Membrey,13,0.0
Tim Membrey,14,0.0
Tim Membrey,15,0.0
Tim Membrey,16,0.0
Tim Membrey,17,2.0
Tim Membrey,18,0.0
Tim Membrey,19,0.0
Tim Membrey,20,0.0
Tim Membrey,21,0.0
Tim Taranto,0,0.0
Tim Taranto,1,0.0
Tim Taranto,2,0.0
Tim Taranto,3,0.0
Tim Taranto,4,0.0
Tim Taranto,5,0.0
Tim Taranto,6,0.0
Tim Taranto,7,0.0
Tim Taranto,8,0.0
Tim Taranto,9,0.0
Tim Taranto,10,0.0
Tim Taranto,11,2.0
Tim Taranto,12,0.0
Tim Taranto,13,0.0
Tim Taranto,14,2.0
Tim Taranto,15,0.0
Tim Taranto,16,1.0
Tim Taranto,17,0.0
Tim Taranto,18,0.0
Tim Taranto,19,0.0
Tim Taranto,20,0.0
Tim Taranto,21,3.0
Toby Greene,0,0.0
Toby Greene,1,0.0
Toby Greene,2,0.0
Toby Greene,3,0.0
Toby Greene,4,0.0
Toby Greene,5,0.0
Toby Greene,6,0.0
Toby Greene,7,3.0
Toby Greene,8,0.0
Toby Greene,9,0.0
Toby Greene,10,0.0
Toby Greene,11,1.0
Toby Greene,12,0.0
Toby Greene,13,0.0
Toby Greene,14,0.0
Toby Greene,15,0.0
Toby Greene,16,0.0
Toby Greene,17,2.0
Toby Greene,18,1.0
Toby Greene,19,0.0
Toby Greene,20,0.0
Toby Greene,21,0.0
Tom Barrass,2,1.0
Tom Barrass,3,0.0
Tom Barrass,4,0.0
Tom Barrass,5,0.0
Tom Barrass,6,0.0
Tom Barrass,7,0.0
Tom Barrass,8,0.0
Tom Barrass,9,0.0
Tom Barrass,10,0.0
Tom Barrass,11,0.0
Tom Barrass,12,0.0
Tom Barrass,13,0.0
Tom Barrass,14,0.0
Tom Barrass,15,0.0
Tom Barrass,16,0.0
Tom Barrass,17,0.0
Tom Barrass,18,0.0
Tom Barrass,19,0.0
Tom Barrass,20,0.0
Tom Barrass,21,0.0
Tom De Koning,20,1.0
Tom De Koning,21,0.0
Tom Green,0,0.0
Tom Green,1,0.0
Tom Green,2,0.0
Tom Green,3,0.0
Tom Green,4,0.0
Tom Green,5,0.0
Tom Green,6,0.0
Tom Green,7,0.0
Tom Green,8,0.0
Tom Green,9,0.0
Tom Green,10,0.0
Tom Green,11,0.0
Tom Green,12,0.0
Tom Green,13,0.0
Tom Green,14,0.0
Tom Green,15,0.0
Tom Green,16,0.0
Tom Green,17,0.0
Tom Green,18,0.0
Tom Green,19,0.0
Tom Green,20,0.0
Tom Green,21,0.0
Tom Liberatore,0,0.0
Tom Liberatore,1,1.0
Tom Liberatore,2,0.0
Tom Liberatore,3,0.0
Tom Liberatore,4,0.0
Tom Liberatore,5,0.0
Tom Liberatore,6,0.0
Tom Liberatore,7,0.0
Tom Liberatore,8,0.0
Tom Liberatore,9,0.0
Tom Liberatore,10,0.0
Tom Liberatore,11,0.0
Tom Liberatore,12,0.0
Tom Liberatore,13,0.0
Tom Liberatore,14,0.0
Tom Liberatore,15,0.0
Tom Liberatore,16,0.0
Tom Liberatore,17,0.0
Tom Liberatore,18,0.0
Tom Liberatore,19,0.0
Tom Liberatore,20,0.0
Tom Liberatore,21,0.0
Tom Lynch,0,0.0
Tom Lynch,1,0.0
Tom Lynch,2,0.0
Tom Lynch,3,0.0
Tom Lynch,4,0.0
Tom Lynch,5,0.0
Tom Lynch,6,0.0
Tom Lynch,7,0.0
Tom Lynch,8,0.0
Tom Lynch,9,0.0
Tom Lynch,10,0.0
Tom Lynch,11,0.0
Tom Lynch,12,0.0
Tom Lynch,13,0.0
Tom Lynch,14,0.0
Tom Lynch,15,0.0
Tom Lynch,16,0.0
Tom Lynch,17,0.0
Tom Lynch,18,0.0
Tom Lynch,19,0.0
Tom Lynch,20,0.0
Tom Lynch,21,0.0
Tom Mccarthy,13,2.0
Tom Mccarthy,14,0.0
Tom Mccarthy,15,0.0
Tom Mccarthy,16,0.0
Tom Mccarthy,17,0.0
Tom Mccarthy,18,0.0
Tom Mccarthy,19,0.0
Tom Mccarthy,20,0.0
Tom Mccarthy,21,0.0
Tom Mccartin,0,0.0
Tom Mccartin,1,1.5
Tom Mccartin,2,0.0
Tom Mccartin,3,0.0
Tom Mccartin,4,0.0
Tom Mccartin,5,0.0
Tom Mccartin,6,0.0
Tom Mccartin,7,0.0
Tom Mccartin,8,0.0
Tom Mccartin,9,0.0
Tom Mccartin,10,0.0
Tom Mccartin,11,0.0
Tom Mccartin,12,0.0
Tom Mccartin,13,0.0
Tom Mccartin,14,0.0
Tom Mccartin,15,0.0
Tom Mccartin,16,0.0
Tom Mccartin,17,0.0
Tom Mccartin,18,0.0
Tom Mccartin,19,0.0
Tom Mccartin,20,0.0
Tom Mccartin,21,0.0
Tom Papley,4,1.0
Tom Papley,5,1.0
Tom Papley,6,0.0
Tom Papley,7,1.0
Tom Papley,8,0.0
Tom Papley,9,0.0
Tom Papley,10,0.0
Tom Papley,11,0.0
Tom Papley,12,0.0
Tom Papley,13,0.0
Tom Papley,14,0.0
Tom Papley,15,0.0
Tom Papley,16,0.0
Tom Papley,17,0.0
Tom Papley,18,0.0
Tom Papley,19,1.0
Tom Papley,20,0.0
Tom Papley,21,0.0
Tom Sparrow,3,1.0
Tom Sparrow,4,0.0
Tom Sparrow,5,0.0
Tom Sparrow,6,0.0
Tom Sparrow,7,1.0
Tom Sparrow,8,0.0
Tom Sparrow,9,0.0
Tom Sparrow,10,3.0
Tom Sparrow,11,0.0
Tom Sparrow,12,0.0
Tom Sparrow,13,0.0
Tom Sparrow,14,0.0
Tom Sparrow,15,0.0
Tom Sparrow,16,0.0
Tom Sparrow,17,0.0
Tom Sparrow,18,0.0
Tom Sparrow,19,2.0
Tom Sparrow,20,0.0
Tom Sparrow,21,1.0
Tom Stewart,0,0.0
Tom Stewart,1,0.0
Tom Stewart,2,0.0
Tom Stewart,3,0.0
Tom Stewart,4,0.0
Tom Stewart,5,0.0
Tom Stewart,6,0.0
Tom Stewart,7,0.0
Tom Stewart,8,0.0
Tom Stewart,9,0.0
Tom Stewart,10,1.0
Tom Stewart,11,0.0
Tom Stewart,12,0.0
Tom Stewart,13,0.0
Tom Stewart,14,0.0
Tom Stewart,15,0.0
Tom Stewart,16,0.0
Tom Stewart,17,0.0
Tom Stewart,18,0.0
Tom Stewart,19,0.0
Tom Stewart,20,0.0
Tom Stewart,21,0.0
Touk Miller,0,2.0
Touk Miller,1,0.0
Touk Miller,2,2.0
Touk Miller,3,0.0
Touk Miller,4,0.0
Touk Miller,5,0.0
Touk Miller,6,0.0
Touk Miller,7,0.0
Touk Miller,8,0.0
Touk Miller,9,1.0
Touk Miller,10,0.0
Touk Miller,11,0.0
Touk Miller,12,0.0
Touk Miller,13,0.0
Touk Miller,14,0.0
Touk Miller,15,0.0
Touk Miller,16,0.0
Touk Miller,17,0.0
Touk Miller,18,0.0
Touk Miller,19,1.0
Touk Miller,20,0.0
Touk Miller,21,0.0
Tristian Xerri,7,2.0
Tristian Xerri,8,1.0
Tristian Xerri,9,0.0
Tristian Xerri,10,0.0
Tristian Xerri,11,0.0
Tristian Xerri,12,0.0
Tristian Xerri,13,0.0
Tristian Xerri,14,0.0
Tristian Xerri,15,0.0
Tristian Xerri,16,0.0
Tristian Xerri,17,0.0
Tristian Xerri,18,0.0
Tristian Xerri,19,0.0
Tristian Xerri,20,0.0
Tristian Xerri,21,0.0
Wayne Milera,0,0.0
Wayne Milera,1,2.0
Wayne Milera,2,0.0
Wayne Milera,3,0.0
Wayne Milera,4,0.0
Wayne Milera,5,0.0
Wayne Milera,6,1.0
Wayne Milera,7,0.0
Wayne Milera,8,1.0
Wayne Milera,9,1.0
Wayne Milera,10,0.0
Wayne Milera,11,0.0
Wayne Milera,12,0.0
Wayne Milera,13,0.0
Wayne Milera,14,0.0
Wayne Milera,15,2.0
Wayne Milera,16,0.0
Wayne Milera,17,0.0
Wayne Milera,18,0.0
Wayne Milera,19,1.0
Wayne Milera,20,0.0
Wayne Milera,21,0.0
Will Ashcroft,0,0.0
Will Ashcroft,1,0.0
Will Ashcroft,2,0.0
Will Ashcroft,3,3.0
Will Ashcroft,4,3.0
Will Ashcroft,5,0.0
Will Ashcroft,6,0.0
Will Ashcroft,7,1.5
Will Ashcroft,8,0.0
Will Ashcroft,9,0.0
Will Ashcroft,10,0.0
Will Ashcroft,11,0.0
Will Ashcroft,12,0.0
Will Ashcroft,13,0.0
Will Ashcroft,14,3.0
Will Ashcroft,15,0.0
Will Ashcroft,16,1.5
Will Ashcroft,17,2.0
Will Ashcroft,18,2.5
Will Ashcroft,19,2.0
Will Ashcroft,20,2.0
Will Ashcroft,21,0.0
Will Brodie,0,0.0
Will Brodie,1,0.0
Will Brodie,2,0.0
Will Brodie,3,0.0
Will Brodie,4,0.0
Will Brodie,5,0.0
Will Brodie,6,0.0
Will Brodie,7,0.0
Will Brodie,8,0.0
Will Brodie,9,0.0
Will Brodie,10,0.0
Will Brodie,11,0.0
Will Brodie,12,0.0
Will Brodie,13,0.0
Will Brodie,14,0.0
Will Brodie,15,0.0
Will Brodie,16,0.0
Will Brodie,17,0.0
Will Brodie,18,0.0
Will Brodie,19,0.0
Will Brodie,20,0.0
Will Brodie,21,0.0
Will Day,16,1.0
Will Day,17,0.0
Will Day,18,0.0
Will Day,19,0.0
Will Day,20,0.0
Will Day,21,0.0
Zac Bailey,4,2.0
Zac Bailey,5,2.0
Zac Bailey,6,0.0
Zac Bailey,7,1.5
Zac Bailey,8,3.0
Zac Bailey,9,0.0
Zac Bailey,10,0.0
Zac Bailey,11,0.0
Zac Bailey,12,2.0
Zac Bailey,13,0.0
Zac Bailey,14,1.0
Zac Bailey,15,0.0
Zac Bailey,16,0.0
Zac Bailey,17,0.0
Zac Bailey,18,0.0
Zac Bailey,19,0.0
Zac Bailey,20,2.0
Zac Bailey,21,0.0
Zach Merrett,0,0.0
Zach Merrett,1,0.0
Zach Merrett,2,0.0
Zach Merrett,3,0.0
Zach Merrett,4,0.0
Zach Merrett,5,1.0
Zach Merrett,6,0.5
Zach Merrett,7,0.0
Zach Merrett,8,0.0
Zach Merrett,9,0.0
Zach Merrett,10,0.0
Zach Merrett,11,0.0
Zach Merrett,12,0.0
Zach Merrett,13,0.0
Zach Merrett,14,0.0
Zach Merrett,15,0.0
Zach Merrett,16,0.0
Zach Merrett,17,0.0
Zach Merrett,18,0.0
Zach Merrett,19,3.0
Zach Merrett,20,0.0
Zach Merrett,21,0.0
Zak Butters,0,0.0
Zak Butters,1,0.0
Zak Butters,2,2.5
Zak Butters,3,1.0
Zak Butters,4,2.0
Zak Butters,5,2.0
Zak Butters,6,1.5
Zak Butters,7,0.5
Zak Butters,8,0.0
Zak Butters,9,1.5
Zak Butters,10,0.0
Zak Butters,11,0.0
Zak Butters,12,0.0
Zak Butters,13,2.0
Zak Butters,14,1.0
Zak Butters,15,0.0
Zak Butters,16,3.0
Zak Butters,17,2.0
Zak Butters,18,0.0
Zak Butters,19,0.0
Zak Butters,20,0.0
Zak Butters,21,0.0
