Team,Player_fw,Contested_Possessions_fw,Uncontested_Possessions_fw,Effective_Disposals,Disposal_Efficiency_Pct,Contested_Marks_fw,Goal_Assists_fw,Marks_Inside_50_fw,One_Percenters_fw,Bounces_fw,Centre_Clearances,Stoppage_Clearances,Score_Involvements_Actual,Metres_Gained,Turnovers,Intercepts,Tackles_Inside_50,Time_On_Ground_Pct,Season,Round_fw,Date,mid
Sydney,Nick Blakey,6,9,21,80.8,0,0,0,6,4,0,0,3,804,4,8,0,87,2025,Round 0,2025-03-07,11188
Sydney,Matthew Roberts,7,19,20,76.9,0,0,0,2,0,0,0,6,447,6,8,0,95,2025,Round 0,2025-03-07,11188
Sydney,Isaac Heeney,14,5,15,71.4,0,0,0,1,0,6,4,6,166,2,1,2,82,2025,Round 0,2025-03-07,11188
Sydney,Chad Warner,6,15,16,76.2,0,1,1,0,4,1,1,12,602,3,2,0,87,2025,Round 0,2025-03-07,11188
Sydney,James Jordon,11,8,14,70.0,0,0,0,0,0,3,4,2,227,4,2,0,82,2025,Round 0,2025-03-07,11188
Sydney,Jake Lloyd,4,14,12,63.2,0,0,0,3,0,0,1,3,271,4,4,0,87,2025,Round 0,2025-03-07,11188
Sydney,Sam Wicks,6,10,12,66.7,0,0,0,3,0,0,0,4,319,3,9,0,90,2025,Round 0,2025-03-07,11188
Sydney,Oliver Florent,3,12,10,62.5,0,0,0,5,1,0,0,4,338,4,3,0,77,2025,Round 0,2025-03-07,11188
Sydney,James Rowbottom,4,11,12,75.0,0,0,0,0,0,1,2,5,250,3,2,1,80,2025,Round 0,2025-03-07,11188
Sydney,Justin Mcinerney,8,9,13,81.2,2,2,0,0,0,0,1,6,192,2,0,1,87,2025,Round 0,2025-03-07,11188
Sydney,Tom Papley,7,7,9,69.2,0,2,1,2,0,0,1,6,138,4,0,0,81,2025,Round 0,2025-03-07,11188
Sydney,Ben Paton,5,6,11,91.7,0,0,0,3,0,0,0,2,140,0,6,0,73,2025,Round 0,2025-03-07,11188
Sydney,Brodie Grundy,7,4,6,54.5,1,0,0,2,0,1,0,7,15,1,3,0,80,2025,Round 0,2025-03-07,11188
Sydney,Dane Rampe,3,6,6,54.5,0,0,0,5,0,0,1,0,301,4,5,0,90,2025,Round 0,2025-03-07,11188
Sydney,Lewis Melican,4,7,9,81.8,0,0,0,12,0,0,0,0,75,2,5,0,89,2025,Round 0,2025-03-07,11188
Sydney,Joel Amartey,5,6,8,72.7,0,0,1,1,0,0,0,5,229,1,2,1,82,2025,Round 0,2025-03-07,11188
Sydney,Corey Warner,5,5,8,80.0,0,0,0,0,0,0,3,3,154,1,1,1,71,2025,Round 0,2025-03-07,11188
Sydney,Angus Sheldrick,3,6,6,66.7,0,0,0,0,0,0,1,1,224,4,1,1,48,2025,Round 0,2025-03-07,11188
Sydney,Taylor Adams,3,6,6,75.0,0,1,1,0,0,0,1,2,106,4,0,0,54,2025,Round 0,2025-03-07,11188
Sydney,Braeden Campbell,2,5,7,87.5,0,1,0,1,0,0,0,3,225,2,0,0,80,2025,Round 0,2025-03-07,11188
Sydney,Tom Mccartin,3,5,5,71.4,2,0,1,1,0,0,0,2,151,2,0,0,89,2025,Round 0,2025-03-07,11188
Sydney,Tom Hanily,3,2,4,66.7,0,0,0,1,0,0,1,1,40,2,0,1,31,2025,Round 0,2025-03-07,11188
Sydney,Will Hayward,2,3,4,80.0,0,0,0,1,0,0,0,2,83,0,0,2,79,2025,Round 0,2025-03-07,11188
Hawthorn,Karl Amon,4,18,19,70.4,0,0,0,1,1,1,1,5,698,8,5,0,82,2025,Round 0,2025-03-07,11188
Hawthorn,Will Day,13,12,21,80.8,0,1,0,2,0,2,7,7,454,2,5,1,73,2025,Round 0,2025-03-07,11188
Hawthorn,James Sicily,10,8,14,70.0,5,1,2,4,0,0,0,7,431,4,8,0,91,2025,Round 0,2025-03-07,11188
Hawthorn,Conor Nash,12,9,13,65.0,0,0,1,0,1,1,5,4,206,1,2,1,80,2025,Round 0,2025-03-07,11188
Hawthorn,Jai Newcombe,10,8,15,78.9,0,1,1,2,0,5,4,8,218,5,1,0,89,2025,Round 0,2025-03-07,11188
Hawthorn,Massimo D Ambrosio,4,15,13,68.4,0,2,0,0,4,0,2,6,554,3,2,0,79,2025,Round 0,2025-03-07,11188
Hawthorn,Jack Scrimshaw,5,12,17,94.4,2,0,0,1,0,0,0,6,113,1,9,0,77,2025,Round 0,2025-03-07,11188
Hawthorn,Dylan Moore,7,10,13,72.2,1,0,2,0,0,0,1,6,206,2,1,0,84,2025,Round 0,2025-03-07,11188
Hawthorn,Jack Ginnivan,6,10,9,56.2,0,1,0,2,0,0,2,4,235,3,2,2,75,2025,Round 0,2025-03-07,11188
Hawthorn,Cameron Mackenzie,11,6,11,68.8,0,0,0,2,0,1,2,2,161,3,4,2,73,2025,Round 0,2025-03-07,11188
Hawthorn,Harry Morrison,3,11,14,93.3,0,0,1,1,0,0,1,2,316,4,4,0,79,2025,Round 0,2025-03-07,11188
Hawthorn,Lloyd Meek,10,4,10,71.4,1,0,1,0,0,3,3,3,297,3,2,1,83,2025,Round 0,2025-03-07,11188
Hawthorn,Josh Battle,2,10,10,76.9,1,0,0,3,0,0,0,3,374,3,1,0,88,2025,Round 0,2025-03-07,11188
Hawthorn,Finn Maginness,4,9,5,38.5,0,0,1,0,0,0,0,4,153,5,1,0,72,2025,Round 0,2025-03-07,11188
Hawthorn,Jarman Impey,0,11,9,75.0,0,0,0,5,0,0,0,2,228,3,0,0,83,2025,Round 0,2025-03-07,11188
Hawthorn,Joshua Weddle,5,7,8,66.7,1,0,0,3,0,0,1,3,122,1,4,0,86,2025,Round 0,2025-03-07,11188
Hawthorn,James Worpel,6,5,5,45.5,0,2,1,2,1,3,2,6,268,1,1,1,44,2025,Round 0,2025-03-07,11188
Hawthorn,Tom Barrass,2,7,7,77.8,1,1,0,8,0,0,0,4,64,1,5,0,94,2025,Round 0,2025-03-07,11188
Hawthorn,Blake Hardwick,6,6,6,66.7,0,0,0,2,0,0,0,1,150,3,1,3,91,2025,Round 0,2025-03-07,11188
Hawthorn,Mabior Chol,7,3,6,66.7,1,0,1,2,0,0,0,3,50,0,1,1,90,2025,Round 0,2025-03-07,11188
Hawthorn,Connor Macdonald,1,7,7,87.5,0,0,1,0,0,0,0,2,220,2,1,0,70,2025,Round 0,2025-03-07,11188
Hawthorn,Nick Watson,2,3,3,75.0,0,0,0,0,1,0,0,2,81,4,0,0,74,2025,Round 0,2025-03-07,11188
Hawthorn,Sam Frost,3,0,2,66.7,0,0,0,4,0,0,0,0,63,1,2,0,44,2025,Round 0,2025-03-07,11188
Greater Western Sydney,Joshua Kelly,13,24,27,75.0,0,0,0,1,0,2,3,8,279,5,6,0,82,2025,Round 0,2025-03-09,11190
Greater Western Sydney,Finn Callaghan,9,25,28,84.8,0,1,1,0,2,2,5,12,730,1,1,0,84,2025,Round 0,2025-03-09,11190
Greater Western Sydney,Lachie Whitfield,4,17,22,84.6,0,0,0,1,2,0,1,4,477,3,4,0,75,2025,Round 0,2025-03-09,11190
Greater Western Sydney,Lachlan Ash,3,16,21,84.0,0,0,0,2,0,0,1,8,511,3,2,0,85,2025,Round 0,2025-03-09,11190
Greater Western Sydney,Callan Ward,2,20,19,82.6,0,2,0,1,0,0,1,5,358,2,2,0,91,2025,Round 0,2025-03-09,11190
Greater Western Sydney,Harrison Himmelberg,2,14,20,95.2,0,0,0,6,2,0,0,3,430,1,4,0,93,2025,Round 0,2025-03-09,11190
Greater Western Sydney,Brent Daniels,8,11,13,61.9,0,0,0,2,1,1,3,6,481,5,3,1,81,2025,Round 0,2025-03-09,11190
Greater Western Sydney,Toby Greene,7,11,12,66.7,0,0,2,0,0,1,2,11,303,2,2,0,86,2025,Round 0,2025-03-09,11190
Greater Western Sydney,Sam Taylor,7,10,16,94.1,4,0,0,5,0,0,0,2,313,3,12,0,100,2025,Round 0,2025-03-09,11190
Greater Western Sydney,Jacob Wehr,9,7,10,62.5,0,0,0,2,0,0,3,1,329,5,6,0,61,2025,Round 0,2025-03-09,11190
