Team,Player_fw,Contested_Possessions_fw,Uncontested_Possessions_fw,Effective_Disposals,Disposal_Efficiency_Pct,Contested_Marks_fw,Goal_Assists_fw,Marks_Inside_50_fw,One_Percenters_fw,Bounces_fw,Centre_Clearances,Stoppage_Clearances,Score_Involvements_Actual,Metres_Gained,Turnovers,Intercepts,Tackles_Inside_50,Time_On_Ground_Pct,Season,Round_fw,Date,mid
Sydney,Justin Mcinerney,7,23,26,83.9,1,2,1,1,0,0,2,14,461,2,4,0,88,2026,Round 0,2026-03-05,11405
Sydney,Errol Gulden,8,17,18,66.7,0,3,0,0,1,2,3,10,549,5,2,1,82,2026,Round 0,2026-03-05,11405
Sydney,Callum Mills,5,17,16,64.0,0,1,0,3,1,0,0,6,429,6,6,0,72,2026,Round 0,2026-03-05,11405
Sydney,Angus Sheldrick,6,15,9,39.1,0,0,0,1,0,2,1,5,413,6,2,0,56,2026,Round 0,2026-03-05,11405
Sydney,Nick Blakey,5,15,16,76.2,0,1,0,4,4,0,0,8,569,4,6,0,88,2026,Round 0,2026-03-05,11405
Sydney,Isaac Heeney,10,8,12,60.0,0,0,1,1,0,3,3,6,290,3,4,1,77,2026,Round 0,2026-03-05,11405
Sydney,James Rowbottom,12,9,14,70.0,0,0,0,1,0,3,4,6,311,3,3,2,77,2026,Round 0,2026-03-05,11405
Sydney,Chad Warner,9,12,13,65.0,0,1,1,1,6,2,2,7,563,7,3,0,83,2026,Round 0,2026-03-05,11405
Sydney,Jai Serong,5,13,14,73.7,0,1,0,4,0,0,2,4,373,5,3,0,84,2026,Round 0,2026-03-05,11405
Sydney,Jake Lloyd,5,12,14,77.8,0,1,2,2,0,0,0,5,301,2,2,0,82,2026,Round 0,2026-03-05,11405
Sydney,Matthew Roberts,7,11,14,77.8,0,0,0,2,0,0,1,8,483,1,4,1,80,2026,Round 0,2026-03-05,11405
Sydney,Tom Mccartin,5,12,14,82.4,0,0,0,11,0,1,1,1,67,3,6,0,94,2026,Round 0,2026-03-05,11405
Sydney,Brodie Grundy,6,10,10,62.5,2,0,0,5,0,1,2,7,224,3,3,2,79,2026,Round 0,2026-03-05,11405
Sydney,James Jordon,5,10,12,75.0,0,0,0,0,1,1,0,4,138,2,2,0,79,2026,Round 0,2026-03-05,11405
Sydney,Riley Bice,6,8,15,93.8,0,1,0,4,3,0,0,3,284,2,7,0,86,2026,Round 0,2026-03-05,11405
Sydney,Dane Rampe,9,8,12,85.7,0,0,0,5,1,0,1,5,155,2,8,0,81,2026,Round 0,2026-03-05,11405
Sydney,Logan Mcdonald,4,7,9,81.8,1,0,1,0,0,0,2,2,94,3,1,1,69,2026,Round 0,2026-03-05,11405
Sydney,Charlie Curnow,4,6,6,60.0,1,0,2,2,0,0,0,5,270,3,2,2,77,2026,Round 0,2026-03-05,11405
Sydney,Malcolm Rosas,4,8,9,90.0,0,2,0,3,1,0,0,5,124,1,1,0,67,2026,Round 0,2026-03-05,11405
Sydney,Tom Papley,4,6,7,77.8,0,1,1,1,0,0,0,5,114,2,3,1,57,2026,Round 0,2026-03-05,11405
Sydney,Sam Wicks,2,7,7,77.8,0,0,0,0,3,1,0,3,263,4,1,0,84,2026,Round 0,2026-03-05,11405
Sydney,Lewis Melican,3,4,7,100.0,0,0,0,4,0,0,0,1,91,0,3,0,85,2026,Round 0,2026-03-05,11405
Sydney,Joel Amartey,3,4,4,57.1,0,0,3,3,0,0,0,4,203,2,1,1,75,2026,Round 0,2026-03-05,11405
Carlton,Sam Walsh,13,20,21,65.6,0,0,0,3,1,3,3,8,696,4,3,0,77,2026,Round 0,2026-03-05,11405
Carlton,Jagga Smith,5,21,20,74.1,0,0,0,1,3,1,2,4,347,6,2,0,79,2026,Round 0,2026-03-05,11405
Carlton,Cooper Lord,7,20,20,76.9,0,1,0,2,0,0,1,5,408,3,4,0,74,2026,Round 0,2026-03-05,11405
Carlton,Oliver Florent,9,11,13,59.1,1,0,0,0,0,0,2,3,464,6,11,0,84,2026,Round 0,2026-03-05,11405
Carlton,Patrick Cripps,10,9,14,73.7,0,0,0,2,0,3,1,4,186,1,0,0,80,2026,Round 0,2026-03-05,11405
Carlton,George Hewett,7,13,10,52.6,1,0,0,3,0,0,2,2,181,6,1,2,65,2026,Round 0,2026-03-05,11405
Carlton,Elijah Hollands,8,11,10,52.6,0,1,0,2,0,0,0,2,216,9,5,0,79,2026,Round 0,2026-03-05,11405
Carlton,Marc Pittonet,12,6,16,88.9,1,0,1,1,0,2,6,5,175,3,2,0,67,2026,Round 0,2026-03-05,11405
Carlton,Oliver Hollands,6,10,14,77.8,0,2,0,1,0,2,1,3,336,4,2,1,82,2026,Round 0,2026-03-05,11405
Carlton,Campbell Chesser,5,12,13,76.5,0,0,0,0,0,0,0,2,274,3,3,1,75,2026,Round 0,2026-03-05,11405
Carlton,Zachary Williams,12,7,10,62.5,0,0,0,3,1,1,5,3,257,5,7,0,79,2026,Round 0,2026-03-05,11405
Carlton,Mitch Mcgovern,3,10,14,87.5,0,0,0,7,2,0,0,1,421,2,5,0,79,2026,Round 0,2026-03-05,11405
Carlton,Jacob Weitering,4,9,13,86.7,0,0,0,5,0,0,0,0,214,1,7,0,95,2026,Round 0,2026-03-05,11405
Carlton,Brodie Kemp,6,10,10,66.7,2,0,1,1,0,0,0,3,132,5,1,0,92,2026,Round 0,2026-03-05,11405
Carlton,Ben Ainsworth,3,11,12,85.7,0,1,0,1,0,0,1,5,287,2,1,0,74,2026,Round 0,2026-03-05,11405
Carlton,Lachlan Fogarty,7,8,9,64.3,0,0,0,3,0,0,0,1,212,1,0,0,66,2026,Round 0,2026-03-05,11405
Carlton,Harry Dean,7,8,8,57.1,0,0,0,7,0,0,0,1,220,3,6,0,80,2026,Round 0,2026-03-05,11405
Carlton,Harry Mckay,7,6,8,61.5,2,0,0,3,0,0,0,5,321,6,3,0,96,2026,Round 0,2026-03-05,11405
Carlton,Adam Saad,5,3,9,81.8,0,0,0,5,10,0,0,3,221,2,3,0,64,2026,Round 0,2026-03-05,11405
Carlton,Will Hayward,3,8,6,54.5,0,0,1,0,0,0,0,4,223,1,0,0,75,2026,Round 0,2026-03-05,11405
Carlton,Lewis Young,5,6,8,72.7,0,0,0,11,0,0,0,0,138,0,6,0,100,2026,Round 0,2026-03-05,11405
Carlton,Ashton Moir,3,5,8,80.0,0,0,1,0,0,0,2,5,105,1,0,0,78,2026,Round 0,2026-03-05,11405
Carlton,Liam Reidy,4,0,2,40.0,1,0,1,2,0,1,0,2,83,2,0,1,61,2026,Round 0,2026-03-05,11405
Gold Coast,Christian Petracca,15,18,28,82.4,1,1,0,1,1,2,4,12,678,2,3,0,77,2026,Round 0,2026-03-06,11406
Gold Coast,Touk Miller,11,18,24,80.0,0,0,0,0,0,1,3,4,356,5,5,0,77,2026,Round 0,2026-03-06,11406
Gold Coast,John Noble,2,23,23,82.1,0,0,0,2,1,0,0,4,570,5,3,0,83,2026,Round 0,2026-03-06,11406
Gold Coast,Mac Andrew,8,18,23,88.5,0,0,0,2,0,0,2,3,289,3,7,0,84,2026,Round 0,2026-03-06,11406
Gold Coast,Daniel Rioli,6,18,18,75.0,0,1,0,5,5,0,3,3,475,5,5,0,84,2026,Round 0,2026-03-06,11406
